page_number,kanji,meaning,on_yomi,kun_yomi,on_yomi_words,kun_yomi_words,explanation,jlpt_level
1868,酪,소젖 락,ラク,,"[{'kanji': '酪農', 'reading': 'らくのう'}, {'kanji': '酪農', 'reading': 'らくのう'}, {'kanji': '業', 'reading': 'ぎょう'}]",[],"酪 = 酉 + 各。 (의미부)「酉」는 ""술""을 뜻합니다. 여기서는 ""술"" -> ""발효되다""라는 뜻으로 쓰인 것입니다. (소리부)「各」(カク)는 여기서는 소리부(カク -> ラク)의 역할만 하고 있습니다. 酪는 ""발효된(酉) 유제품"" -> ""유제품""이라는 뜻의 글자입니다(各는 소리부).",N1
1869,茎,줄기 경,ケイ,くき,"[{'kanji': '根茎', 'reading': 'こんけい'}, {'kanji': '地下', 'reading': 'ちか'}, {'kanji': '茎', 'reading': 'けい'}]","[{'kanji': '歯', 'reading': 'は'}, {'kanji': '茎', 'reading': 'ぐき'}]","茎 = 艹 + 圣。 (의미부)「艹」는 ""풀""을 뜻합니다. (소리부 겸 의미부)「圣」(ケイ)는 ""지나가다""라는 뜻입니다. 茎는 ""식물(艹)의 영양분이 지나가는(圣)줄기"" -> ""줄기""라는 뜻의 글자입니다. (圣는 소리부도 겸함)",N1
1870,帥,장수 수,スイ,,"[{'kanji': '元帥', 'reading': 'げんすい'}, {'kanji': '将', 'reading': 'しょう'}, {'kanji': '帥', 'reading': 'すい'}]",[],"帥 = 𠂤 + 巾。 「𠂤」는 ""언덕""을 뜻합니다. 「巾」는 ""수건, 천""을 뜻합니다. 帥는 ""장수가 언덕(𠂤)에 진을 치고 깃발(巾)을 꽂아두다""-> ""장수, 우두머리""라는 뜻의 글자입니다.",N1
1871,逝,갈 서,セイ,"い, く, ゆ","[{'kanji': '逝去', 'reading': 'せいきょ'}, {'kanji': '急', 'reading': 'きゅう'}, {'kanji': '逝', 'reading': 'せい'}]",[],"逝 = ⻌ + 折。 「⻌」는 ""길""을 뜻합니다. 「折」는 ""꺾다, 꺾이다""라는 뜻입니다. 逝는 ""삶의 기나긴 여정(⻌)이 꺾이다(折)"" -> ""죽다, 멀리 떠나다""라는 뜻의 글자입니다.",N1
1872,汽,물 끓는 김 기,キ,,"[{'kanji': '汽', 'reading': 'き'}, {'kanji': '車', 'reading': 'しゃ'}, {'kanji': '汽', 'reading': 'き'}, {'kanji': '笛', 'reading': 'てき'}, {'kanji': '汽', 'reading': 'き'}, {'kanji': '缶', 'reading': 'かん'}]",[],"汽 = 氵 + 气。 (의미부)「氵」는 ""물""을 뜻합니다. (소리부 겸 의미부)气는 여기서는「気」(キ)가 축약된 것으로, ""기체""를 뜻합니다. 汽는 ""물(氵)이 증발한 기체(気)"" -> ""수증기""라는 뜻의 글자입니다. (气->気는 소리부도 겸함)",N1
1873,匿,숨길 닉,トク,,"[{'kanji': '匿名', 'reading': 'とくめい'}, {'kanji': '隠匿', 'reading': 'いんとく'}]",[],"匿 = 匚 + 若。 匚는 여기서는 ""동굴""을 그린 모양자입니다. 「若」는 ""젊다, 어리다""라는 뜻입니다. 匿는 ""젊은이(若)가 징집을 피해 동굴(匚)에 몸을 숨기다"" -> ""숨기다, 감추다""라는 뜻의 글자입니다.",N1
1874,襟,옷깃 금,キン,えり,"[{'kanji': '胸', 'reading': 'きょう'}, {'kanji': '襟', 'reading': 'きん'}, {'kanji': '開襟', 'reading': 'かいきん'}]","[{'kanji': '襟首', 'reading': 'えりくび'}]","襟 = 衤 + 禁。 (의미부)「衤」는 ""옷, 옷감""을 뜻합니다. (소리부 겸 의미부)「禁」(キン)은 ""금하다""라는 뜻입니다. 襟는 ""옷깃(衤)을 잠그다(禁)"" -> ""옷깃, 목덜미"" -> ""가슴, 마음속""이라는 뜻의 글자입니다. (禁는 소리부도 겸함)",N1
1875,蛍,반딧불 형,ケイ,ほたる,"[{'kanji': '蛍光灯', 'reading': 'けいこうとう'}]","[{'kanji': '蛍', 'reading': 'ほたる'}]","蛍 = ⺍ + 冖 + 虫。 「⺍＋冖」는 ""불이 환하게 켜진 집""을 뜻합니다. 「虫」는 ""벌레""를 뜻합니다. 蛍는 ""불빛(⺍＋冖)을 내는 벌레(虫)"" -> ""반딧불""이라는 뜻의 글자입니다.",N1
1876,寡,적을 과,カ,,"[{'kanji': '寡', 'reading': 'か'}, {'kanji': '黙', 'reading': 'もく'}, {'kanji': '寡', 'reading': 'か'}, {'kanji': '少', 'reading': 'しょう'}, {'kanji': '寡婦', 'reading': 'かふ'}]",[],"寡 = 宀 + 夏。 (의미부)「宀」는 ""집""을 뜻합니다. (소리부 겸 의미부)아래쪽 글자는「夏」(カ)가 변형된 것으로, ""여름""을 뜻합니다. 寡는, 라는 뜻의 글자입니다. (夏는 소리부도 겸함)",N1
1877,痢,설사 리,リ,,"[{'kanji': '下痢', 'reading': 'げり'}, {'kanji': '赤', 'reading': 'せき'}, {'kanji': '痢', 'reading': 'り'}]",[],"痢 = 疒 + 利。 (의미부)「疒」는 ""병, 질병""을 뜻합니다. (소리부)「利」(リ)는 여기서는 소리부의 역할만 하고 있습니다. 痢는 ""병(疒)"" -> ""설사""라는 뜻의 글자입니다(利는 소리부).",N1
1878,庸,쓸 용,ヨウ,,"[{'kanji': '凡庸', 'reading': 'ぼんよう'}, {'kanji': '中', 'reading': 'ちゅう'}, {'kanji': '庸', 'reading': 'よう'}]",[],"庸 =广 + 肀 + 用。 (의미부)「广」는 ""건물, 집""을 뜻합니다. (의미부)「肀」는 ""붓을 든 손""을 뜻합니다. (소리부 겸 의미부)「用」(ヨウ)는 ""쓰다, 사용하다""라는 뜻입니다. 庸는 ""집(广)에서 아이에게 글을 가르칠(肀) 가정교사를 고용하다(用)""라는 뜻입니다. 라는 의미입니다. (用는 소리부도 겸함)",N1
1879,坑,구덩이 갱,コウ,,"[{'kanji': '坑道', 'reading': 'こうどう'}, {'kanji': '炭坑', 'reading': 'たんこう'}]",[],"坑 = 土 + 亢。 (의미부)「土」는 ""흙""을 뜻합니다. (소리부 겸 의미부)「亢」(コウ)는 ""오르다""라는 뜻입니다. 坑는 ""흙(土) 구덩이를 기어오르다(亢)"" -> ""구덩이""라는 뜻의 글자입니다. (亢는 소리부도 겸함)",N1
1880,藍,쪽 람,ラン,あい,"[{'kanji': '伽', 'reading': 'が'}, {'kanji': '藍', 'reading': 'らん'}]","[{'kanji': '藍', 'reading': 'あい'}, {'kanji': '染', 'reading': 'ぞ'}]","藍 = 艹 + 監。 (의미부)「艹」는 ""풀""을 뜻합니다. (소리부 겸 의미부)「監」(カン)은 본래 ""그릇을 내려다보는 눈""을 그린 글자입니다(링크 참조). 藍는 ""쪽풀(艹)에서 짜낸 염료가 그릇에 담기는 것을 바라보다(監)"" -> ""쪽빛, 남빛""이라는 뜻의 글자입니다. (監는 소리부(カン -> ラン)도 겸함)",N1
1881,賊,도둑 적,ゾク,,"[{'kanji': '盗賊', 'reading': 'とうぞく'}, {'kanji': '山賊', 'reading': 'さんぞく'}, {'kanji': '海賊', 'reading': 'かいぞく'}]",[],"賊 = 貝 + 十 + 戈。 「貝」는 ""돈, 재물""을 뜻합니다. 「戈」는 ""창""을 뜻합니다. 十는 여기서는 ""사람""을 그린 모양자입니다. 賊는 ""창칼(戈)로 사람(十)을 위협해서 돈(貝)을 빼앗다"" -> ""도적, 산적""이라는 뜻의 글자입니다.",N1
1882,搾,짤 착,サク,"る, しぼ","[{'kanji': '搾', 'reading': 'さく'}, {'kanji': '乳', 'reading': 'にゅう'}, {'kanji': '圧搾', 'reading': 'あっさく'}]",[],"搾 = 扌 + 穴 + 乍。 (의미부)「扌」는 ""손""을 뜻합니다. (의미부)「穴」는 ""구멍""을 뜻합니다. (소리부 겸 의미부)「乍」(サク)는 여기서는 ""흘러나오는 젖""을 그린 모양자로 쓰인 것입니다. 搾는 ""젖꼭지(穴)에서 모유(乍)를 짜내다(扌)"" -> ""짜다""라는 뜻의 글자입니다. (乍는 소리부도 겸함)",N1
1883,畔,밭두둑 반,ハン,,"[{'kanji': '湖', 'reading': 'こ'}, {'kanji': '畔', 'reading': 'はん'}, {'kanji': '河', 'reading': 'か'}, {'kanji': '畔', 'reading': 'はん'}]",[],"畔 = 田 + 半。 (의미부)「田」는 ""밭""을 뜻합니다. (소리부 겸 의미부)「半」(ハン)은 ""절반""이라는 뜻입니다. 畔은 ""밭과 밭(田) 사이를 반으로 나누는(半) 경계"" -> ""논둑, 물가""라는 뜻의 글자입니다. (半는 소리부도 겸함)",N1
1884,唄,염불소리 패,,うた,[],"[{'kanji': '長唄', 'reading': 'ながうた'}]","唄 = 口 + 貝。 「口」는 ""입""을 뜻합니다. 「貝」는 ""돈, 재물""을 뜻합니다. 唄는 ""돈(貝)을 받고 노래를 불러주는(口) 소리꾼"" -> ""노래""라는 뜻의 글자입니다.",N1
1885,孔,구멍 공,コウ,,"[{'kanji': '瞳孔', 'reading': 'どうこう'}, {'kanji': '鼻', 'reading': 'び'}, {'kanji': '孔', 'reading': 'こう'}, {'kanji': '孔', 'reading': 'こう'}, {'kanji': '子', 'reading': 'し'}]",[],"孔 = 子 + 乚。 「子」는 ""아이""를 뜻합니다. 乚는 여기서는 ""여자의 가슴""을 그린 모양자입니다. 孔는 ""어미의 젖(乚)을 빠는 아기(子)"" ->""젖이 나오는 구멍"" -> ""구멍""이라는 뜻의 글자입니다.",N1
1886,呂,법칙 려,ロ,,"[{'kanji': '呂', 'reading': 'ろ'}, {'kanji': '律', 'reading': 'れつ'}, {'kanji': '風呂', 'reading': 'ふろ'}, {'kanji': '風呂', 'reading': 'ふろ'}, {'kanji': '敷', 'reading': 'しき'}]",[],"「呂」는""여러 채의 집이 이어져있는 대저택""을 그린 글자입니다. ""커다란 저택(呂)에서 흘러나오는 음악"" -> ""음률""이라는 의미입니다. (다만, 이 한자는 실제로는 단순히 「ろ」음의 취음자 역할로 쓰이는 경우가 대부분입니다.)",N1
1887,拷,칠 고,ゴウ,,"[{'kanji': '拷問', 'reading': 'ごうもん'}]",[],"拷 = 扌 + 考。 (의미부)「扌」는 ""손""을 뜻합니다. (소리부 겸 의미부)「考」(コウ)는 본래 ""지팡이를 짚은 노인""을 그린 글자입니다(링크 참조). 拷는 ""힘없는 노인(考)을 괴롭히고 고문하다(扌)"" -> ""고문하다""라는 뜻의 글자입니다. (考는 소리부(コウ -> ゴウ)도 겸함)",N1
1888,嬢,아가씨 양,ジョウ,,"[{'kanji': '令', 'reading': 'れい'}, {'kanji': '嬢', 'reading': 'じょう'}, {'kanji': '嬢', 'reading': 'じょう'}]",[],"嬢 = 女 +㐮。 (의미부)「女」는 ""여자""를 뜻합니다. (소리부 겸 의미부)「㐮」(ジョウ)는 ""예복, 상복""을 뜻합니다. 嬢는 ""귀여운 예복(㐮)을 입은 아가씨(女)"" -> ""처녀, 색시, 아가씨""라는 뜻의 글자입니다. (㐮는 소리부도 겸함)",N1
1889,渓,시내 계,ケイ,,"[{'kanji': '渓谷', 'reading': 'けいこく'}, {'kanji': '渓', 'reading': 'けい'}, {'kanji': '流', 'reading': 'りゅう'}]",[],"渓 = 氵 + ⺤ + 夫。 「氵」는 ""물""을 뜻합니다. 「⺤」는 ""손""을 뜻합니다. 「夫」는 ""남편, 성인 남성""을 뜻합니다. 渓는 ""계곡(氵)에서 물고기를 잡는(⺤) 성인 남성(夫)"" -> ""계곡, 골짜기""라는 뜻의 글자입니다.",N1
1890,翁,늙은이 옹,オウ,,"[{'kanji': '老翁', 'reading': 'ろうおう'}]",[],"翁 = 公 + 羽。 (소리부 겸 의미부)「公」(コウ)는 ""공평하다""라는 뜻입니다. (의미부)「羽」는 ""깃털""을 뜻합니다. 여기서는 ""깃털"" -> ""수염""이라는 뜻으로 응용된 것입니다. 翁는 ""일을 공정하게(公) 판단해주는 수염이 긴(羽) 어르신"" -> ""노인 남성, 어르신""이라는 뜻의 글자입니다. (公는 소리부(コウ -> オウ)도 겸함)",N1
1891,廉,청렴할 렴,レン,,"[{'kanji': '清廉', 'reading': 'せいれん'}, {'kanji': '廉', 'reading': 'れん'}, {'kanji': '価', 'reading': 'か'}, {'kanji': '低廉', 'reading': 'ていれん'}, {'kanji': '廉', 'reading': 'れん'}, {'kanji': '恥', 'reading': 'ち'}, {'kanji': '破', 'reading': 'は'}, {'kanji': '廉', 'reading': 'れん'}, {'kanji': '恥', 'reading': 'ち'}]",[],"廉 = 广 + 兼。 (의미부)「广」는 ""집, 건물""을 뜻합니다. (소리부 겸 의미부)「兼」(ケン)은 본래 ""손에 볏단을 쥔 모습""을 그린 글자입니다(링크 참조). 廉는 ""볏짚(兼)을 엮어 만든작은 초가집(广)에서 사는 선비"" -> ""청렴하다, 저렴하다""라는 뜻의 글자입니다. (兼는 소리부(ケン -> レン)도 겸함)",N1
1892,謹,삼갈 근,キン,"む, つつし","[{'kanji': '謹厳', 'reading': 'きんげん'}, {'kanji': '謹慎', 'reading': 'きんしん'}, {'kanji': '謹', 'reading': 'きん'}, {'kanji': '賀', 'reading': 'が'}, {'kanji': '新年', 'reading': 'しんねん'}]",[],"謹 = 言 + 堇。 (의미부)「言」는 ""말하다""라는 뜻입니다. (소리부 겸 의미부)「堇」(キン)은 ""처벌, 형벌""을 뜻합니다. 謹는 ""말실수(言)로 인해 처벌(堇)받지 않도록 조심하다"" -> ""삼가다, 조심하다""라는 뜻의 글자입니다. (堇는 소리부도 겸함)",N1
1893,瞳,눈동자 동,ドウ,ひとみ,"[{'kanji': '瞳孔', 'reading': 'どうこう'}]","[{'kanji': '瞳', 'reading': 'ひとみ'}, {'kanji': '澄', 'reading': 'す'}, {'kanji': '瞳', 'reading': 'ひとみ'}]","瞳 = 目 + 童。 (의미부)「目」는 ""눈""을 뜻합니다. (소리부 겸 의미부)「童」(ドウ)는 ""어린이, 아이""를 뜻합니다. 瞳는 ""아이(童)의 맑은 눈(目)"" -> ""눈동자""라는 뜻의 글자입니다. (童는 소리부도 겸함)",N1
1894,湧,물 솟을 용,ユウ,"わ, く","[{'kanji': '湧水', 'reading': 'ゆうすい'}, {'kanji': '湧', 'reading': 'ゆう'}, {'kanji': '出', 'reading': 'しゅつ'}]",[],"湧 = 氵 + 勇。 (의미부)「氵」는 ""물""을 뜻합니다. (소리부 겸 의미부)「勇」(ユウ)는 ""용기""를 뜻합니다. 湧는 ""마음속의 용기(勇)가 끓어오르듯 물(氵)이 땅에서 솟아나다"" -> ""물이 솟아오르다""라는 뜻의 글자입니다. (勇는 소리부도 겸함)",N1
1895,窯,기와 가마 요,ヨウ,かま,"[{'kanji': '窯', 'reading': 'よう'}, {'kanji': '業', 'reading': 'ぎょう'}]",[],"窯 = 穴 + 𦍌 + 灬。 (의미부)「穴」는 ""구멍""을 뜻합니다. (소리부 겸 의미부)「𦍌」(ヨウ)는 여기서는 ""도자기""의 모습을 그린 모양자로 쓰인 것입니다. (의미부)「灬」는 ""불""을 뜻합니다. 窯는 ""도자기(𦍌)를 구워내는(灬) 가마(穴)"" -> ""가마, 도기""라는 뜻의 글자입니다. (𦍌는 소리부도 겸함)",N1
1896,褒,기릴 포,ホウ,"める, ほ","[{'kanji': '褒', 'reading': 'ほう'}, {'kanji': '美', 'reading': 'び'}, {'kanji': '褒', 'reading': 'ほう'}, {'kanji': '章', 'reading': 'しょう'}]",[],"褒 = 衣 + 保。 (의미부)「衣」는 ""옷""을 뜻합니다. (소리부 겸 의미부)「保」(ホ)는 ""지키다, 보호하다""라는 뜻입니다. 褒는 ""체온을 지켜주는(保) 두껍고 따뜻한 옷(衣)"" -> ""좋다, 칭찬하다""라는 뜻의 글자입니다. (保는 소리부(ホ -> ホウ)도 겸함)",N1
1897,醜,추할 추,シュウ,"い, みにく","[{'kanji': '美', 'reading': 'び'}, {'kanji': '醜', 'reading': 'しゅう'}, {'kanji': '醜', 'reading': 'しゅう'}, {'kanji': '態', 'reading': 'たい'}, {'kanji': '醜', 'reading': 'しゅう'}, {'kanji': '悪', 'reading': 'あく'}]",[],"醜 = 酉 + 鬼。 「酉」는 ""술""을 뜻합니다. 「鬼」는 ""귀신, 도깨비""를 뜻합니다. 醜는 ""술(酉)에 취하지 않고는 도저히 눈뜨고 볼 수 없는, 도깨비(鬼)처럼 추한 모습"" -> ""못생긴, 추한, 흉한""이라는 뜻의 글자입니다.",N1
1898,升,되 승,ショウ,ます,"[{'kanji': '一', 'reading': 'いっ'}, {'kanji': '升', 'reading': 'しょう'}]","[{'kanji': '升', 'reading': 'ます'}, {'kanji': '目', 'reading': 'め'}]","升는 본래 ""국자로 술을 퍼올리는 모습""을 그린 상형문자입니다. ""한 국자만큼의 술"" -> ""되, 승(용량의 단위)""라는 의미입니다.",N1
1899,殉,따라죽을 순,ジュン,,"[{'kanji': '殉', 'reading': 'じゅん'}, {'kanji': '国', 'reading': 'こく'}, {'kanji': '殉', 'reading': 'じゅん'}, {'kanji': '教', 'reading': 'きょう'}]",[],"殉 = 歹 + 旬。 (의미부)「歹」는 ""시체""를 뜻합니다. (소리부)「旬」(ジュン)은 여기서는 소리부의 역할만 하고 있습니다. 殉은 ""주군을 따라서 죽다(歹)"" -> ""순교하다, 따라 죽다""라는 뜻의 글자입니다(旬는 소리부).",N1
1900,煩,번거로울 번,"ハン, ボン","う, わす, わずら","[{'kanji': '煩雑', 'reading': 'はんざつ'}, {'kanji': '煩悶', 'reading': 'はんもん'}, {'kanji': '煩労', 'reading': 'はんろう'}, {'kanji': '煩悩', 'reading': 'ぼんのう'}]",[],"煩 = 火 + 頁。 「火」는 ""불""을 뜻합니다. 「頁」는 ""머리""를 뜻합니다. 煩는 ""머리(頁)에 불이 날(火) 정도로 번거롭고 귀찮다"" -> ""번거롭다, 귀찮다, 번민하다""라는 뜻의 글자입니다.",N1
1901,劾,꾸짖을 핵,ガイ,,"[{'kanji': '弾劾', 'reading': 'だんがい'}]",[],"劾 = 亥 + 力。 「亥」는 ""도축, 가공된 돼지""를 뜻합니다. 「力」는 ""힘""을 뜻합니다. 劾는 ""강한 힘으로(力) 뼈도 못 추리게(亥) 몰아붙이다"" -> ""추궁하다, 탄핵하다""라는 뜻의 글자입니다.",N1
1902,堕,떨어질 타,ダ,,"[{'kanji': '堕', 'reading': 'だ'}, {'kanji': '落', 'reading': 'らく'}, {'kanji': '堕', 'reading': 'だ'}, {'kanji': '罪', 'reading': 'ざい'}]",[],"堕 = ⻖ + 有 + 土。 「⻖」는 ""언덕""을 뜻합니다. 「有」는 ""있다""라는 뜻입니다. 「土」는 ""흙, 땅""을 뜻합니다. 堕는 ""언덕(⻖) 위에 있던(有) 것이 땅(土)으로 떨어지다"" -> ""무너지다, 떨어지다""라는 뜻의 글자입니다.",N1
1903,租,조세 조,ソ,,"[{'kanji': '租', 'reading': 'そ'}, {'kanji': '税', 'reading': 'ぜい'}]",[],"租 = 禾 + 且。 (의미부)「禾」는 ""곡식""을 뜻합니다. (소리부 겸 의미부)「且」(ソ)는 ""비석, 조상, 장례""를 뜻합니다. 租는 ""세금으로 곡식(禾)을 전부 뜯기고 굶어죽다(且)"" -> ""세금, 조세""라는 뜻의 글자입니다. (且는 소리부도 겸함)",N1
1904,桟,사다리 잔,サン,,"[{'kanji': '桟橋', 'reading': 'さんばし'}]",[],"桟 = 木 + 㦮。 (의미부)「木」는 ""나무""를 뜻합니다. (소리부 겸 의미부)「㦮」(セン)은 여기서는 ""부두에 놓인 잔교""를 그린 모양자로 쓰인 것입니다. 아래 그림을 참조해 주세요. 잔교 桟는 ""나무(木)로 만든 잔교(㦮)"" -> ""잔교, 가교""라는 뜻의 글자입니다. (㦮는 소리부(セン -> サン)도 겸함)",N1
1905,婿,사위 서,セイ,むこ,"[{'kanji': '令婿', 'reading': 'れいせい'}]","[{'kanji': '婿', 'reading': 'むこ'}, {'kanji': '花婿', 'reading': 'はなむこ'}]","婿 = 女 + 疋 + 月。 (의미부)「女」는 ""여자""를 뜻합니다. (소리부 겸 의미부)疋는 여기서는「正」(セイ)가 변형된 것으로, ""바르다""라는 뜻입니다. (의미부)「月」는 ""신체의 일부""를 뜻합니다. 婿는 ""딸(女)의 몸(月)의 정당한(疋->正) 주인"" -> ""사위""라는 뜻의 글자입니다. (疋->正는 소리부도 겸함)",N1
1906,慕,그릴 모,ボ,"した, う","[{'kanji': '恋', 'reading': 'れん'}, {'kanji': '慕', 'reading': 'ぼ'}, {'kanji': '思慕', 'reading': 'しぼ'}]",[],"慕 = 莫 + ⺗。 (소리부 겸 의미부)「莫」(ボ)는 ""없다""라는 뜻입니다. (의미부)⺗는 여기서는「心」가 변형된 것으로, ""마음""을 뜻합니다. 慕는 ""옆에 없는 사람(莫)을 마음(心) 속으로 그리워하다"" -> ""그리워하다, 사모하다""라는 뜻의 글자입니다. (莫는 소리부도 겸함)",N1
1907,罷,마칠 파,ヒ,,"[{'kanji': '罷', 'reading': 'ひ'}, {'kanji': '業', 'reading': 'ぎょう'}, {'kanji': '罷', 'reading': 'ひ'}, {'kanji': '免', 'reading': 'めん'}]",[],"罷 = 罒 + 能。 「罒」는 ""그물""을 뜻합니다. 「能」는 본래 ""곰""을 그린 글자입니다(링크 참조). 罷는 ""곰(能)이그물(罒)에 걸려움직임을 멈추다"" -> ""중지하다, 그만두다""라는 뜻의 글자입니다.",N1
